date,open,high,low,close
2022-02-19 14:00:00 +0800,41.01,41.01,40.95,40.95
2022-02-19 13:30:00 +0800,40.8,41.0,40.8,41.0
2022-02-19 13:00:00 +0800,40.92,40.93,40.74,40.74
2022-02-19 12:30:00 +0800,40.88,40.92,40.85,40.92
2022-02-19 12:00:00 +0800,40.88,40.88,40.8,40.86
2022-02-19 11:30:00 +0800,40.84,40.97,40.84,40.93
2022-02-19 11:00:00 +0800,40.8,40.83,40.75,40.83
2022-02-19 10:30:00 +0800,40.6,40.71,40.6,40.71
2022-02-19 10:00:00 +0800,40.77,40.77,40.59,40.59
2022-02-19 09:30:00 +0800,40.86,40.96,40.81,40.81
2022-02-19 09:00:00 +0800,40.95,40.95,40.8,40.82
2022-02-19 08:30:00 +0800,40.45,41.03,40.45,41.03
2022-02-19 08:00:00 +0800,40.86,40.86,40.52,40.52
2022-02-19 07:30:00 +0800,40.53,40.91,40.53,40.87
2022-02-19 07:00:00 +0800,40.16,40.45,40.1,40.45
2022-02-19 06:30:00 +0800,39.97,40.18,39.9,40.18
2022-02-19 06:00:00 +0800,39.98,40.05,39.95,39.95
2022-02-19 05:30:00 +0800,39.76,40.0,39.76,40.0
2022-02-19 05:00:00 +0800,39.79,39.84,39.7,39.7
2022-02-19 04:30:00 +0800,40.01,40.01,39.71,39.71
2022-02-19 04:00:00 +0800,39.84,39.96,39.84,39.96
2022-02-19 03:30:00 +0800,39.75,39.81,39.73,39.81
2022-02-19 03:00:00 +0800,39.43,39.66,39.43,39.66
2022-02-19 02:30:00 +0800,39.4,39.4,39.24,39.39
2022-02-19 02:00:00 +0800,39.52,39.52,39.44,39.45
2022-02-19 01:30:00 +0800,39.39,39.65,39.39,39.52
2022-02-19 01:00:00 +0800,39.7,39.73,39.47,39.47
2022-02-19 00:30:00 +0800,39.3,39.69,39.3,39.69
2022-02-19 00:00:00 +0800,39.93,39.93,39.35,39.35
2022-02-18 23:30:00 +0800,40.56,40.56,40.1,40.11
2022-02-18 23:00:00 +0800,40.36,40.36,39.72,40.25
2022-02-18 22:30:00 +0800,40.32,40.39,40.21,40.29
2022-02-18 22:00:00 +0800,40.12,40.31,40.01,40.31
2022-02-18 21:30:00 +0800,40.35,40.36,40.17,40.22
2022-02-18 21:00:00 +0800,40.34,40.34,40.21,40.32
2022-02-18 20:30:00 +0800,40.05,40.39,40.05,40.32
2022-02-18 20:00:00 +0800,40.26,40.26,40.04,40.04
2022-02-18 19:30:00 +0800,40.84,40.84,40.28,40.28
2022-02-18 19:00:00 +0800,40.71,40.84,40.65,40.84
2022-02-18 18:30:00 +0800,41.04,41.04,40.82,40.82
2022-02-18 18:00:00 +0800,40.99,41.06,40.99,41.06
2022-02-18 17:30:00 +0800,41.13,41.13,40.9,40.95
2022-02-18 17:00:00 +0800,41.09,41.15,41.09,41.12
2022-02-18 16:30:00 +0800,41.23,41.33,41.19,41.19
2022-02-18 16:00:00 +0800,41.25,41.25,41.13,41.23
2022-02-18 15:30:00 +0800,41.13,41.35,41.13,41.35
2022-02-18 15:00:00 +0800,40.94,41.17,40.89,41.13
2022-02-18 14:30:00 +0800,40.52,40.99,40.52,40.95
2022-02-18 14:00:00 +0800,40.55,40.55,40.55,40.55
