date,open,high,low,close
2022-02-19 16:00:00 +0800,791.70,794.78,791.70,794.78
2022-02-19 12:00:00 +0800,784.29,790.96,784.29,790.96
2022-02-19 08:00:00 +0800,790.91,790.91,781.70,781.70
2022-02-19 04:00:00 +0800,783.67,791.11,783.67,791.11
2022-02-19 00:00:00 +0800,806.62,810.31,800.89,800.89
2022-02-18 20:00:00 +0800,817.43,823.05,817.43,818.55
2022-02-18 16:00:00 +0800,815.52,818.26,811.08,818.26
2022-02-18 12:00:00 +0800,799.70,813.47,799.70,813.38
2022-02-18 08:00:00 +0800,809.04,809.04,806.07,806.07
2022-02-18 04:00:00 +0800,829.48,829.48,815.53,815.53
2022-02-18 00:00:00 +0800,849.31,850.82,828.04,828.04
2022-02-17 20:00:00 +0800,871.14,871.14,846.99,846.99
2022-02-17 16:00:00 +0800,882.73,882.73,864.50,871.09
2022-02-17 12:00:00 +0800,882.13,889.83,882.13,888.30
2022-02-17 08:00:00 +0800,884.74,887.14,880.64,882.56
2022-02-17 04:00:00 +0800,856.81,860.74,856.05,860.37
2022-02-17 00:00:00 +0800,878.85,878.85,852.10,852.10
2022-02-16 20:00:00 +0800,880.80,885.04,879.06,879.06
2022-02-16 16:00:00 +0800,873.01,881.83,872.08,881.83
2022-02-16 12:00:00 +0800,887.98,887.98,872.23,872.23
2022-02-16 08:00:00 +0800,868.64,871.73,866.72,871.73
2022-02-16 04:00:00 +0800,869.82,872.20,868.73,868.83
2022-02-16 00:00:00 +0800,862.76,868.03,862.76,863.46
2022-02-15 20:00:00 +0800,844.44,866.08,844.44,866.08
2022-02-15 16:00:00 +0800,844.13,844.13,840.30,840.30
2022-02-15 12:00:00 +0800,818.71,847.35,817.81,847.35
2022-02-15 08:00:00 +0800,789.38,817.43,789.38,817.43
2022-02-15 04:00:00 +0800,813.23,818.67,809.19,809.19
2022-02-15 00:00:00 +0800,801.19,824.14,801.19,824.14
2022-02-14 20:00:00 +0800,803.35,803.35,801.10,801.96
2022-02-14 16:00:00 +0800,790.97,795.34,788.83,795.34
2022-02-14 12:00:00 +0800,807.10,807.10,787.21,787.21
2022-02-14 08:00:00 +0800,803.27,815.80,803.27,815.80
2022-02-14 04:00:00 +0800,826.53,826.53,807.30,807.30
2022-02-14 00:00:00 +0800,833.79,834.15,825.82,825.82
2022-02-13 20:00:00 +0800,829.96,835.31,829.96,835.31
2022-02-13 16:00:00 +0800,821.58,826.54,816.74,826.54
2022-02-13 12:00:00 +0800,818.02,828.27,818.02,821.52
2022-02-13 08:00:00 +0800,832.06,834.84,811.81,823.94
2022-02-13 04:00:00 +0800,812.67,837.74,812.67,837.74
2022-02-13 00:00:00 +0800,825.27,825.27,811.24,811.24
2022-02-12 20:00:00 +0800,817.64,826.29,817.64,819.39
2022-02-12 16:00:00 +0800,829.44,829.44,815.91,815.91
2022-02-12 12:00:00 +0800,829.71,836.55,825.89,836.55
2022-02-12 08:00:00 +0800,867.45,867.45,823.41,823.41
2022-02-12 04:00:00 +0800,903.42,903.42,877.27,877.27
2022-02-12 00:00:00 +0800,901.82,913.30,901.82,910.81
2022-02-11 20:00:00 +0800,898.68,901.74,892.19,901.74
2022-02-11 16:00:00 +0800,885.93,895.87,885.93,895.87
2022-02-11 12:00:00 +0800,900.51,900.51,889.21,889.23
2022-02-11 08:00:00 +0800,911.91,911.91,910.60,911.52
2022-02-11 04:00:00 +0800,933.34,937.79,922.09,922.09
2022-02-11 00:00:00 +0800,957.99,957.99,913.44,922.79
2022-02-10 20:00:00 +0800,936.54,957.65,936.54,957.65
2022-02-10 16:00:00 +0800,928.79,931.93,928.09,931.93
2022-02-10 12:00:00 +0800,957.18,957.18,935.50,935.50
2022-02-10 08:00:00 +0800,958.10,960.51,956.81,959.82
2022-02-10 04:00:00 +0800,947.64,951.94,945.55,947.94
2022-02-10 00:00:00 +0800,941.30,953.23,941.30,953.23
2022-02-09 20:00:00 +0800,931.67,932.69,926.51,932.69
2022-02-09 16:00:00 +0800,923.33,931.69,923.33,931.69
2022-02-09 12:00:00 +0800,950.27,950.27,926.12,926.12
2022-02-09 08:00:00 +0800,930.64,947.14,930.64,944.51
2022-02-09 04:00:00 +0800,929.33,931.95,920.73,931.95
2022-02-09 00:00:00 +0800,940.32,940.32,928.95,934.61
2022-02-08 20:00:00 +0800,977.36,977.36,937.58,939.62
2022-02-08 16:00:00 +0800,978.74,995.55,978.74,982.09
2022-02-08 12:00:00 +0800,972.61,974.56,966.84,974.56
2022-02-08 08:00:00 +0800,993.26,993.26,979.43,983.11
2022-02-08 04:00:00 +0800,983.44,991.56,983.44,986.92
2022-02-08 00:00:00 +0800,954.37,969.16,954.37,969.16
2022-02-07 20:00:00 +0800,963.23,963.23,951.11,952.67
2022-02-07 16:00:00 +0800,952.32,969.14,952.32,964.42
2022-02-07 12:00:00 +0800,925.19,936.89,918.82,936.89
2022-02-07 08:00:00 +0800,902.87,903.51,902.20,903.40
2022-02-07 04:00:00 +0800,895.74,902.87,895.74,899.13
2022-02-07 00:00:00 +0800,911.39,914.04,898.00,898.00
2022-02-06 20:00:00 +0800,916.90,919.10,916.44,918.00
2022-02-06 16:00:00 +0800,923.48,923.48,913.80,913.80
2022-02-06 12:00:00 +0800,913.16,928.07,913.16,924.22
2022-02-06 08:00:00 +0800,909.57,915.99,909.57,915.99
2022-02-06 04:00:00 +0800,925.03,925.03,910.60,910.60
2022-02-06 00:00:00 +0800,921.13,925.18,921.13,925.18
2022-02-05 20:00:00 +0800,921.77,925.18,921.77,924.99
2022-02-05 16:00:00 +0800,913.64,930.81,913.64,929.79
2022-02-05 12:00:00 +0800,895.59,905.07,895.59,905.07
2022-02-05 08:00:00 +0800,876.06,882.06,876.06,882.06
2022-02-05 04:00:00 +0800,860.75,876.13,860.75,870.78
2022-02-05 00:00:00 +0800,842.66,846.12,830.26,837.08
2022-02-04 20:00:00 +0800,836.60,845.73,836.60,845.40
2022-02-04 16:00:00 +0800,822.41,839.49,821.40,839.49
2022-02-04 12:00:00 +0800,824.37,824.37,821.43,821.93
2022-02-04 08:00:00 +0800,806.86,827.94,803.19,821.77
2022-02-04 04:00:00 +0800,812.79,816.66,811.08,816.66
2022-02-04 00:00:00 +0800,798.40,799.20,797.16,798.73
2022-02-03 20:00:00 +0800,809.81,810.62,791.58,791.58
2022-02-03 16:00:00 +0800,799.12,802.66,798.09,802.38
2022-02-03 12:00:00 +0800,810.06,811.63,800.02,802.45
2022-02-03 08:00:00 +0800,843.37,843.37,806.72,815.28
2022-02-03 04:00:00 +0800,836.29,836.29,831.71,834.48
2022-02-03 00:00:00 +0800,880.25,884.93,847.15,847.15
2022-02-02 20:00:00 +0800,871.74,879.01,871.74,879.01
2022-02-02 16:00:00 +0800,873.95,883.27,873.95,877.00
2022-02-02 12:00:00 +0800,872.34,872.51,862.32,872.51
2022-02-02 08:00:00 +0800,868.15,872.83,867.20,872.83
2022-02-02 04:00:00 +0800,878.86,884.52,877.32,877.32
2022-02-02 00:00:00 +0800,881.31,889.48,878.86,878.86
2022-02-01 20:00:00 +0800,892.38,898.59,882.84,883.85
2022-02-01 16:00:00 +0800,889.70,892.00,884.30,884.30
2022-02-01 12:00:00 +0800,884.81,889.91,879.57,887.48
2022-02-01 08:00:00 +0800,876.81,880.65,875.43,877.74
2022-02-01 04:00:00 +0800,898.16,900.19,874.19,874.19
2022-02-01 00:00:00 +0800,872.51,875.15,863.92,875.15
2022-01-31 20:00:00 +0800,864.89,885.85,864.89,885.85
2022-01-31 16:00:00 +0800,867.15,867.15,855.46,855.46
2022-01-31 12:00:00 +0800,910.93,910.93,862.17,873.47
2022-01-31 08:00:00 +0800,871.23,896.80,871.23,896.80
2022-01-31 04:00:00 +0800,884.66,889.01,878.61,889.01
2022-01-31 00:00:00 +0800,905.73,905.73,885.16,885.16
2022-01-30 20:00:00 +0800,904.62,904.62,898.80,903.68
2022-01-30 16:00:00 +0800,838.90,894.90,838.90,894.90
2022-01-30 12:00:00 +0800,830.50,837.54,826.22,837.54
2022-01-30 08:00:00 +0800,838.06,845.44,837.56,837.56
