bitcoin,3124983,3325173,3102251,-5.05483,0.750340714235824
ethereum,220941,238910,218721,-5.75307,13.035289903306138
ripple,57.32,61.14,56.7,-4.89082,-0.7161661895583726
litecoin,12559.45,14024.81,12396.15,-8.62174,32.33805210213675
chainlink,1533.43,1731.59,1525.4,-10.00802,10.42959713626378
bitcoin-cash,31988,34201,31713,-5.93104,0.4300760799585758
uniswap,1144.12,1247.61,1138.34,-7.27289,-16.791800045795572
