date,open,high,low,close
2022-02-19 14:00:00 +0800,797.11,797.11,795.18,795.18
2022-02-19 13:30:00 +0800,794.78,796.55,794.78,796.55
2022-02-19 13:00:00 +0800,793.53,793.89,793.19,793.5
2022-02-19 12:30:00 +0800,791.63,793.46,791.63,793.46
2022-02-19 12:00:00 +0800,792.34,792.34,790.35,791.7
2022-02-19 11:30:00 +0800,791.34,794.63,791.34,792.49
2022-02-19 11:00:00 +0800,789.76,790.96,789.43,790.96
2022-02-19 10:30:00 +0800,788.83,789.71,788.41,789.71
2022-02-19 10:00:00 +0800,791.15,791.15,788.52,788.52
2022-02-19 09:30:00 +0800,787.88,790.57,787.88,790.57
2022-02-19 09:00:00 +0800,786.88,788.9,786.88,787.64
2022-02-19 08:30:00 +0800,784.29,787.57,782.61,787.57
2022-02-19 08:00:00 +0800,785.45,786.04,784.44,785.41
2022-02-19 07:30:00 +0800,780.68,785.65,780.68,785.65
2022-02-19 07:00:00 +0800,782.97,782.97,781.7,781.7
2022-02-19 06:30:00 +0800,784.06,784.06,780.28,782.7
2022-02-19 06:00:00 +0800,789.37,789.37,784.16,784.16
2022-02-19 05:30:00 +0800,785.71,789.7,784.62,789.7
2022-02-19 05:00:00 +0800,785.55,785.55,783.72,783.78
2022-02-19 04:30:00 +0800,791.89,791.89,788.73,788.87
2022-02-19 04:00:00 +0800,791.28,792.35,789.51,790.91
2022-02-19 03:30:00 +0800,791.57,791.57,789.72,790.43
2022-02-19 03:00:00 +0800,784.37,791.11,784.37,791.11
2022-02-19 02:30:00 +0800,787.36,787.36,781.48,783.81
2022-02-19 02:00:00 +0800,789.16,789.16,787.26,788.13
2022-02-19 01:30:00 +0800,789.19,793.35,789.19,792.35
2022-02-19 01:00:00 +0800,791.5,795.57,790.55,790.55
2022-02-19 00:30:00 +0800,782.98,790.94,781.51,790.74
2022-02-19 00:00:00 +0800,788.99,788.99,783.67,783.67
2022-02-18 23:30:00 +0800,805.0,805.0,793.16,793.16
2022-02-18 23:00:00 +0800,805.95,805.95,787.63,800.89
2022-02-18 22:30:00 +0800,810.15,811.25,806.26,806.26
2022-02-18 22:00:00 +0800,807.24,809.95,807.02,809.93
2022-02-18 21:30:00 +0800,811.55,811.55,809.05,809.05
2022-02-18 21:00:00 +0800,810.17,810.31,807.91,810.31
2022-02-18 20:30:00 +0800,806.55,811.66,806.55,810.68
2022-02-18 20:00:00 +0800,810.55,811.01,806.62,806.62
2022-02-18 19:30:00 +0800,818.55,818.55,809.68,811.01
2022-02-18 19:00:00 +0800,817.69,819.23,817.15,819.23
2022-02-18 18:30:00 +0800,823.05,823.05,819.92,819.92
2022-02-18 18:00:00 +0800,822.77,823.0,822.16,823.0
2022-02-18 17:30:00 +0800,824.1,824.1,822.6,822.84
2022-02-18 17:00:00 +0800,820.0,822.45,820.0,821.93
2022-02-18 16:30:00 +0800,819.06,821.44,819.06,820.68
2022-02-18 16:00:00 +0800,818.13,818.13,816.16,817.43
2022-02-18 15:30:00 +0800,818.26,821.98,818.26,820.34
2022-02-18 15:00:00 +0800,815.87,818.47,815.26,818.47
2022-02-18 14:30:00 +0800,813.84,816.08,813.84,816.08
2022-02-18 14:00:00 +0800,813.88,813.88,813.69,813.69
