date,open,high,low,close
2022-02-19 08:00:00 +0800,587.74,587.74,524.11,524.11
2022-02-15 08:00:00 +0800,545.47,545.90,533.32,545.90
2022-02-11 08:00:00 +0800,639.05,639.05,588.31,588.31
2022-02-07 08:00:00 +0800,528.55,598.05,528.55,598.05
2022-02-03 08:00:00 +0800,605.21,605.21,537.23,537.23
2022-01-31 08:00:00 +0800,530.79,570.54,530.79,552.94
2022-01-27 08:00:00 +0800,587.21,587.21,542.38,543.22
2022-01-23 08:00:00 +0800,783.89,783.89,570.88,570.88
2022-01-19 08:00:00 +0800,847.83,915.10,824.28,824.28
2022-01-15 08:00:00 +0800,814.71,830.98,793.22,816.01
2022-01-11 08:00:00 +0800,810.57,812.16,766.27,775.23
2022-01-07 08:00:00 +0800,941.33,941.33,875.82,875.82
2022-01-03 08:00:00 +0800,869.97,936.90,869.97,936.90
2021-12-31 08:00:00 +0800,960.47,960.47,874.75,907.64
2021-12-27 08:00:00 +0800,911.51,934.11,875.51,934.11
2021-12-23 08:00:00 +0800,746.22,814.43,724.75,814.43
2021-12-19 08:00:00 +0800,763.47,778.30,721.22,778.30
2021-12-15 08:00:00 +0800,798.90,804.54,715.00,753.28
2021-12-11 08:00:00 +0800,865.82,935.46,765.71,765.71
2021-12-07 08:00:00 +0800,1_009.25,1_009.25,833.04,874.50
2021-12-03 08:00:00 +0800,1_065.18,1_130.14,1_060.41,1_130.14
2021-11-30 08:00:00 +0800,979.23,1_023.27,979.23,1_023.27
2021-11-27 08:00:00 +0800,1_123.73,1_123.73,971.36,971.36
2021-11-23 08:00:00 +0800,1_105.38,1_105.38,1_065.25,1_065.25
