date,open,high,low,close
2022-02-12 04:00:00 +0800,17_258.28,17_258.28,16_869.08,16_869.08
2022-02-12 00:00:00 +0800,17_190.17,17_420.88,17_190.17,17_327.51
2022-02-11 20:00:00 +0800,17_497.89,17_497.89,17_183.41,17_246.44
2022-02-11 16:00:00 +0800,17_299.25,17_449.69,17_299.25,17_449.69
2022-02-11 12:00:00 +0800,17_554.14,17_554.14,17_205.77,17_328.89
2022-02-11 08:00:00 +0800,17_716.03,17_755.56,17_716.03,17_733.06
2022-02-11 04:00:00 +0800,18_170.24,18_189.52,17_929.94,17_929.94
2022-02-11 00:00:00 +0800,18_239.89,18_420.20,17_862.23,17_982.01
2022-02-10 20:00:00 +0800,17_729.67,18_117.53,17_729.67,18_117.53
2022-02-10 16:00:00 +0800,17_383.87,17_583.61,17_383.87,17_583.61
2022-02-10 12:00:00 +0800,17_766.64,17_766.64,17_454.76,17_454.76
2022-02-10 08:00:00 +0800,17_622.56,17_785.89,17_622.56,17_785.89
2022-02-10 04:00:00 +0800,17_624.33,17_806.11,17_579.77,17_592.54
2022-02-10 00:00:00 +0800,17_332.41,17_707.03,17_332.41,17_707.03
2022-02-09 20:00:00 +0800,17_512.36,17_512.36,17_363.28,17_391.57
2022-02-09 16:00:00 +0800,17_020.04,17_402.76,17_020.04,17_402.76
2022-02-09 12:00:00 +0800,17_336.21,17_336.21,17_032.73,17_032.73
2022-02-09 08:00:00 +0800,17_020.53,17_298.62,17_020.53,17_192.06
2022-02-09 04:00:00 +0800,17_067.39,17_067.39,16_921.50,16_961.09
2022-02-09 00:00:00 +0800,17_194.87,17_194.87,17_064.14,17_088.22
2022-02-08 20:00:00 +0800,17_917.79,17_917.79,17_208.20,17_208.20
2022-02-08 16:00:00 +0800,18_116.19,18_116.19,17_930.62,17_990.95
2022-02-08 12:00:00 +0800,17_656.06,17_960.36,17_656.06,17_960.36
2022-02-08 08:00:00 +0800,17_569.26,17_694.17,17_399.95,17_694.17
2022-02-08 04:00:00 +0800,17_517.86,17_517.86,17_340.78,17_340.78
2022-02-08 00:00:00 +0800,17_344.04,17_500.08,17_344.04,17_500.08
2022-02-07 20:00:00 +0800,17_166.84,17_390.78,17_166.84,17_305.46
2022-02-07 16:00:00 +0800,16_995.43,17_152.18,16_887.83,17_152.18
2022-02-07 12:00:00 +0800,16_653.24,16_653.24,16_462.62,16_614.22
2022-02-07 08:00:00 +0800,16_349.82,16_349.82,16_299.58,16_342.93
2022-02-07 04:00:00 +0800,16_328.56,16_393.50,16_279.99,16_279.99
2022-02-07 00:00:00 +0800,16_495.62,16_495.62,16_218.03,16_218.03
2022-02-06 20:00:00 +0800,16_551.88,16_710.24,16_524.75,16_524.75
2022-02-06 16:00:00 +0800,16_711.75,16_711.75,16_541.65,16_541.65
2022-02-06 12:00:00 +0800,16_461.15,16_775.87,16_461.15,16_775.87
2022-02-06 08:00:00 +0800,16_358.62,16_534.00,16_358.62,16_520.04
2022-02-06 04:00:00 +0800,16_483.87,16_708.03,16_318.15,16_512.02
2022-02-06 00:00:00 +0800,16_178.35,16_535.92,16_178.35,16_535.92
2022-02-05 20:00:00 +0800,15_904.12,16_057.26,15_904.12,16_057.26
2022-02-05 16:00:00 +0800,15_737.23,15_934.90,15_720.58,15_934.90
2022-02-05 12:00:00 +0800,15_699.22,15_706.84,15_583.75,15_706.84
2022-02-05 08:00:00 +0800,15_356.48,15_398.64,15_250.62,15_398.64
2022-02-05 04:00:00 +0800,15_049.08,15_318.15,15_049.08,15_318.15
2022-02-05 00:00:00 +0800,14_697.51,14_892.01,14_624.87,14_892.01
2022-02-04 20:00:00 +0800,14_648.96,14_750.14,14_648.96,14_666.54
2022-02-04 16:00:00 +0800,14_155.17,14_498.85,14_155.17,14_498.85
2022-02-04 12:00:00 +0800,14_323.40,14_323.40,14_190.93,14_190.93
2022-02-04 08:00:00 +0800,13_947.78,14_255.40,13_947.78,14_255.40
2022-02-04 04:00:00 +0800,14_149.48,14_149.48,13_980.58,14_006.72
2022-02-04 00:00:00 +0800,14_030.36,14_060.17,14_030.36,14_031.06
2022-02-03 20:00:00 +0800,14_320.94,14_320.94,13_938.48,13_938.48
2022-02-03 16:00:00 +0800,14_174.79,14_256.14,14_123.88,14_256.14
2022-02-03 12:00:00 +0800,14_235.51,14_235.51,14_084.38,14_136.29
2022-02-03 08:00:00 +0800,14_569.74,14_569.74,14_344.12,14_344.12
2022-02-03 04:00:00 +0800,14_507.01,14_603.27,14_496.11,14_556.49
2022-02-03 00:00:00 +0800,15_121.17,15_121.17,14_660.50,14_660.50
2022-02-02 20:00:00 +0800,14_766.05,15_064.55,14_766.05,15_064.55
2022-02-02 16:00:00 +0800,14_754.25,14_817.47,14_754.25,14_797.28
2022-02-02 12:00:00 +0800,14_766.31,14_800.74,14_747.14,14_800.74
2022-02-02 08:00:00 +0800,14_607.55,14_672.68,14_607.55,14_661.73
2022-02-02 04:00:00 +0800,14_712.65,14_725.65,14_616.06,14_616.06
2022-02-02 00:00:00 +0800,14_610.93,14_728.98,14_573.65,14_573.65
2022-02-01 20:00:00 +0800,14_704.40,14_811.85,14_576.19,14_576.19
2022-02-01 16:00:00 +0800,14_772.60,14_772.60,14_577.56,14_658.82
2022-02-01 12:00:00 +0800,14_616.48,14_616.48,14_482.50,14_605.06
2022-02-01 08:00:00 +0800,14_453.70,14_589.48,14_453.70,14_572.61
2022-02-01 04:00:00 +0800,14_685.64,14_873.46,14_685.64,14_771.67
2022-02-01 00:00:00 +0800,14_350.57,14_578.70,14_350.57,14_578.70
2022-01-31 20:00:00 +0800,14_383.79,14_383.79,14_284.52,14_350.02
2022-01-31 16:00:00 +0800,14_378.80,14_404.53,14_335.09,14_335.09
2022-01-31 12:00:00 +0800,14_756.16,14_756.16,14_401.03,14_431.98
2022-01-31 08:00:00 +0800,14_803.71,15_013.11,14_793.59,15_013.11
2022-01-31 04:00:00 +0800,15_217.47,15_217.47,14_894.77,14_894.77
2022-01-31 00:00:00 +0800,15_316.16,15_316.16,15_197.33,15_197.33
2022-01-30 20:00:00 +0800,15_391.95,15_401.38,15_359.09,15_401.38
2022-01-30 16:00:00 +0800,15_119.53,15_379.30,15_119.53,15_379.30
2022-01-30 12:00:00 +0800,15_320.55,15_320.55,15_123.45,15_129.79
2022-01-30 08:00:00 +0800,15_217.69,15_434.28,15_217.69,15_300.52
2022-01-30 04:00:00 +0800,14_977.02,15_201.58,14_977.02,15_201.58
2022-01-30 00:00:00 +0800,15_044.11,15_253.24,14_989.37,14_989.37
2022-01-29 20:00:00 +0800,15_209.09,15_209.09,15_116.97,15_122.98
2022-01-29 16:00:00 +0800,15_115.50,15_168.66,15_098.41,15_168.66
2022-01-29 12:00:00 +0800,15_226.40,15_226.40,15_044.78,15_044.78
2022-01-29 08:00:00 +0800,14_874.48,15_113.69,14_874.48,15_061.57
2022-01-29 04:00:00 +0800,14_830.92,14_854.50,14_812.47,14_812.47
2022-01-29 00:00:00 +0800,14_631.79,14_797.58,14_553.88,14_797.58
2022-01-28 20:00:00 +0800,14_613.43,14_750.35,14_611.50,14_689.35
2022-01-28 16:00:00 +0800,15_013.76,15_114.64,14_922.36,14_992.75
2022-01-28 12:00:00 +0800,14_971.38,14_971.38,14_708.02,14_968.63
2022-01-28 08:00:00 +0800,14_807.47,14_838.83,14_487.25,14_838.83
2022-01-28 04:00:00 +0800,14_868.97,14_928.61,14_815.33,14_928.61
2022-01-28 00:00:00 +0800,14_932.69,15_050.62,14_932.69,15_008.66
2022-01-27 20:00:00 +0800,14_698.28,14_828.35,14_698.28,14_750.80
2022-01-27 16:00:00 +0800,14_444.62,14_605.07,14_444.62,14_605.07
2022-01-27 12:00:00 +0800,14_879.40,14_879.40,14_410.78,14_526.35
2022-01-27 08:00:00 +0800,15_234.56,15_234.56,14_641.00,14_917.52
2022-01-27 04:00:00 +0800,15_601.49,15_827.41,15_373.36,15_827.41
2022-01-27 00:00:00 +0800,15_331.90,15_691.46,15_310.59,15_691.46
2022-01-26 20:00:00 +0800,15_270.58,15_292.64,15_202.92,15_292.64
2022-01-26 16:00:00 +0800,14_965.93,15_207.16,14_965.93,15_075.60
2022-01-26 12:00:00 +0800,14_956.09,14_956.09,14_762.38,14_886.62
2022-01-26 08:00:00 +0800,14_831.31,14_831.31,14_746.95,14_816.42
2022-01-26 04:00:00 +0800,14_800.52,15_025.06,14_800.52,15_025.06
2022-01-26 00:00:00 +0800,14_750.13,14_817.38,14_577.89,14_577.89
2022-01-25 20:00:00 +0800,14_854.98,14_995.47,14_796.63,14_876.52
2022-01-25 16:00:00 +0800,14_921.82,14_921.82,14_577.84,14_577.84
2022-01-25 12:00:00 +0800,14_981.16,14_981.16,14_825.12,14_866.80
2022-01-25 08:00:00 +0800,14_920.28,15_063.27,14_908.73,14_908.73
2022-01-25 04:00:00 +0800,14_250.72,14_761.99,14_034.25,14_751.73
2022-01-25 00:00:00 +0800,13_946.23,13_946.23,13_489.50,13_680.40
2022-01-24 20:00:00 +0800,14_770.31,14_770.31,13_883.90,13_987.81
2022-01-24 16:00:00 +0800,15_006.27,15_006.27,14_861.06,14_984.25
2022-01-24 12:00:00 +0800,15_410.66,15_410.66,14_900.79,14_900.79
2022-01-24 08:00:00 +0800,14_872.77,15_273.70,14_815.13,15_273.70
2022-01-24 04:00:00 +0800,14_928.51,14_928.51,14_785.34,14_785.34
2022-01-24 00:00:00 +0800,15_159.51,15_170.97,14_831.13,14_831.13
2022-01-23 20:00:00 +0800,15_223.77,15_343.52,15_223.77,15_313.23
2022-01-23 16:00:00 +0800,15_030.38,15_244.40,15_026.36,15_244.40
2022-01-23 12:00:00 +0800,15_042.10,15_205.98,14_877.39,14_877.39
2022-01-23 08:00:00 +0800,14_864.05,15_122.32,14_853.04,14_853.04
2022-01-23 04:00:00 +0800,14_840.38,14_880.43,14_610.31,14_635.96
2022-01-23 00:00:00 +0800,14_849.15,15_305.20,14_849.15,14_850.54
2022-01-22 20:00:00 +0800,15_141.01,15_141.01,13_938.30,14_718.70
2022-01-22 16:00:00 +0800,15_886.22,15_886.22,15_417.49,15_417.49
2022-01-22 12:00:00 +0800,16_097.40,16_193.88,16_097.40,16_155.83
2022-01-22 08:00:00 +0800,17_057.88,17_206.91,16_216.45,16_216.45
2022-01-22 04:00:00 +0800,17_574.16,17_574.16,17_284.11,17_284.11
2022-01-22 00:00:00 +0800,17_536.38,17_536.38,17_298.21,17_341.88
2022-01-21 20:00:00 +0800,17_677.29,17_677.29,17_598.25,17_598.25
2022-01-21 16:00:00 +0800,17_628.87,17_634.72,17_588.39,17_588.39
2022-01-21 12:00:00 +0800,18_315.79,18_385.81,17_837.22,17_837.22
2022-01-21 08:00:00 +0800,19_450.07,19_450.07,18_626.45,18_626.45
2022-01-21 04:00:00 +0800,19_699.44,19_699.44,19_481.27,19_481.27
2022-01-21 00:00:00 +0800,19_138.77,19_704.50,19_138.77,19_704.50
2022-01-20 20:00:00 +0800,19_114.24,19_220.30,19_085.95,19_220.30
2022-01-20 16:00:00 +0800,19_153.75,19_171.99,19_153.75,19_171.99
