2021-11-16 12:00:00 +0800,58.94,58.94,57.03,57.03
2021-11-16 08:00:00 +0800,59.6,59.6,59.24,59.28
2021-11-16 04:00:00 +0800,59.64,59.64,59.24,59.24
2021-11-16 00:00:00 +0800,60.43,60.46,59.64,59.64
2021-11-15 20:00:00 +0800,60.79,60.79,60.65,60.65
2021-11-15 16:00:00 +0800,60.26,60.83,60.26,60.83
2021-11-15 12:00:00 +0800,59.43,60.33,59.43,60.33
2021-11-15 08:00:00 +0800,58.82,59.07,58.82,59.02
2021-11-15 04:00:00 +0800,59.03,59.03,58.51,58.69
2021-11-15 00:00:00 +0800,59.19,59.61,59.19,59.19
2021-11-14 20:00:00 +0800,59.08,59.38,58.88,59.38
2021-11-14 16:00:00 +0800,59.27,59.45,59.27,59.32
2021-11-14 12:00:00 +0800,59.48,59.64,59.32,59.32
2021-11-14 08:00:00 +0800,59.06,59.53,59.06,59.23
2021-11-14 04:00:00 +0800,59.75,59.84,59.32,59.32
2021-11-14 00:00:00 +0800,58.86,59.6,58.44,59.6
2021-11-13 20:00:00 +0800,59.39,59.43,59.01,59.23
2021-11-13 16:00:00 +0800,58.85,59.27,58.63,59.27
2021-11-13 12:00:00 +0800,59.51,59.51,58.89,58.89
2021-11-13 08:00:00 +0800,59.01,59.52,59.01,59.3
2021-11-13 04:00:00 +0800,58.67,59.19,57.86,59.19
2021-11-13 00:00:00 +0800,58.4,59.11,58.39,58.39
2021-11-12 20:00:00 +0800,59.86,60.43,58.52,58.52
2021-11-12 16:00:00 +0800,60.7,61.12,60.41,60.41
2021-11-12 12:00:00 +0800,60.94,61.74,60.94,61.43
2021-11-12 08:00:00 +0800,60.98,61.42,60.83,61.42
2021-11-12 04:00:00 +0800,60.65,61.12,60.36,60.36
2021-11-12 00:00:00 +0800,61.71,61.71,60.78,61.63
2021-11-11 20:00:00 +0800,62.78,62.78,61.88,61.88
2021-11-11 16:00:00 +0800,60.29,61.77,60.29,61.77
2021-11-11 12:00:00 +0800,59.53,60.13,59.53,59.85
2021-11-11 08:00:00 +0800,65.04,65.04,60.16,60.21
2021-11-11 04:00:00 +0800,66.18,66.84,65.99,65.99
2021-11-11 00:00:00 +0800,62.43,66.64,62.43,66.31
2021-11-10 20:00:00 +0800,62.15,62.41,62.13,62.41
2021-11-10 16:00:00 +0800,61.67,62.07,61.67,61.94
2021-11-10 12:00:00 +0800,63.31,63.31,62.25,62.25
2021-11-10 08:00:00 +0800,63.1,63.66,63.1,63.47
2021-11-10 04:00:00 +0800,62.78,63.52,62.78,63.01
2021-11-10 00:00:00 +0800,62.33,63.15,62.33,63.15
2021-11-09 20:00:00 +0800,62.91,63.39,62.91,63.36
2021-11-09 16:00:00 +0800,64.0,64.0,63.51,63.54
